max_acceleration,min_acceleration,speed_variance,heading_variance,average_speed,sample_count
0.7729,-1.9832,2.4303,1.0051,22.0394,15.0
1.4717,-2.4602,2.5928,0.1717,39.064,16.0
1.314,-1.7731,2.0065,0.1809,52.7265,17.0
1.6419,-1.4995,0.4499,1.0131,38.2168,23.0
2.2691,-2.0238,0.4546,1.2197,28.1714,24.0
2.1117,-1.0121,2.813,0.3661,19.2726,18.0
1.379,-1.9914,1.8095,0.761,29.9882,16.0
1.3476,-1.1345,2.8936,1.3252,52.4789,20.0
1.2355,-1.8837,1.9717,1.3626,16.3924,25.0
0.6093,-0.6651,2.0476,0.4168,30.3876,25.0
1.2257,-0.8755,0.454,1.3071,49.3059,21.0
7.8037,-3.3625,23.6048,9.5133,84.5874,18.0
2.2188,-2.1795,1.3727,0.5099,47.4899,25.0
0.5678,-0.7671,2.4873,1.4137,33.8437,21.0
1.1654,-1.6553,2.7638,0.1956,21.4137,19.0
1.2037,-1.2958,2.4589,1.1198,33.1305,15.0
1.7827,-2.1325,1.3859,0.9796,15.123,18.0
1.1274,-2.3355,0.5577,0.7987,53.7866,25.0
2.1939,-1.1285,2.3987,0.5131,34.1346,17.0
1.8749,-0.8465,2.4186,0.3381,31.5799,17.0
1.2546,-0.8306,1.7541,0.0801,15.9188,23.0
1.7533,-0.6863,2.925,0.3375,43.0504,17.0
6.09,-4.998,10.5373,19.3705,19.4604,24.0
1.9372,-1.6297,2.768,0.7079,41.9444,16.0
0.9063,-0.6079,2.4589,0.436,44.8577,21.0
2.2127,-1.2998,2.9861,0.4603,42.0875,21.0
2.0849,-2.4425,2.9308,0.3915,33.0391,18.0
1.8685,-1.5837,0.1299,0.2431,27.9298,21.0
1.9267,-1.0831,2.2347,0.4215,18.8112,15.0
2.3621,-1.5581,1.1275,0.9292,41.8317,24.0
2.1197,-2.4893,1.5632,0.6024,54.101,25.0
2.4361,-1.3809,1.7834,0.4274,35.1499,20.0
0.7638,-1.8654,1.6382,0.2556,19.6737,15.0
1.4984,-0.5533,0.9149,0.5729,32.2034,19.0
2.0231,-1.9725,1.0077,1.3444,27.6217,22.0
0.8025,-0.7939,2.0065,1.2074,17.1289,17.0
0.8663,-1.5595,0.5743,0.7273,19.641,22.0
4.7826,-4.4549,16.2484,12.3948,76.8963,17.0
0.6872,-0.7637,0.6239,0.294,35.3495,19.0
1.8263,-2.0752,2.9942,0.056,45.6739,17.0
0.6537,-0.9635,2.063,1.3367,16.0385,25.0
0.744,-1.7529,2.7945,0.2038,27.9415,15.0
2.1614,-1.1809,1.4168,1.435,38.7682,15.0
0.5877,-1.2553,1.414,1.4238,54.9928,24.0
2.2266,-0.8969,0.9206,1.2073,44.752,23.0
1.2628,-1.7023,0.6162,1.4493,49.6206,16.0
4.0411,-6.0575,14.8407,14.7075,86.1268,17.0
1.4817,-1.6353,2.4384,0.4996,42.3985,17.0
0.6922,-1.7651,0.6796,0.6959,30.5236,19.0
1.3461,-0.987,2.4519,0.9401,32.3642,21.0
1.5267,-0.5535,2.0617,0.989,43.5454,22.0
1.7945,-2.3321,1.4578,0.1648,47.0618,19.0
0.7556,-0.6942,2.5405,0.8085,26.8193,15.0
2.3346,-1.4732,1.5809,0.6489,33.5863,24.0
1.2109,-1.3289,2.3291,0.0736,44.6206,22.0
0.8644,-1.7141,0.3415,1.3213,26.9059,24.0
2.0147,-1.6001,2.4427,0.5449,51.7245,17.0
0.6564,-0.5356,0.852,1.0264,32.352,15.0
3.5834,-7.1413,16.111,15.3771,78.8463,24.0
1.1056,-0.8737,1.8886,1.0515,53.5257,25.0
1.1053,-2.2498,0.1402,0.2123,15.6354,18.0
0.9185,-1.2028,1.9842,0.6819,40.0424,23.0
1.1018,-1.5731,1.4746,0.0816,21.6442,17.0
1.3905,-1.5299,0.1569,0.7018,24.7052,19.0
2.1677,-2.3982,0.1228,0.9641,43.5237,21.0
1.9742,-1.3083,1.7075,0.4716,34.4999,22.0
1.9492,-0.6294,2.7247,1.3081,24.2762,15.0
1.344,-1.8683,0.2842,1.3447,31.6855,22.0
1.7454,-1.2076,1.4001,0.6825,21.4533,18.0
1.3762,-1.4847,1.8042,1.0432,51.8694,25.0
2.2663,-1.054,1.2321,0.6544,52.6479,25.0
2.0919,-0.9005,2.5491,0.9517,26.2983,16.0
0.7582,-2.101,1.8567,0.1963,31.6394,22.0
0.9189,-2.4059,0.1526,1.3273,29.2818,17.0
2.2189,-1.493,2.4398,0.5397,19.5588,18.0
0.9482,-1.9844,1.0869,0.5651,16.8671,23.0
0.8024,-1.1197,1.5946,1.0208,43.2562,22.0
2.4253,-0.9885,2.9265,1.1834,39.3862,16.0
0.5839,-2.2892,1.9268,1.3128,51.4394,17.0
1.9163,-0.9761,1.5453,1.3122,21.1718,20.0
0.7755,-0.8028,1.3734,0.6528,45.7613,18.0
1.4473,-1.9265,0.5967,0.4357,43.608,21.0
1.83,-2.1968,2.2852,0.6615,24.1273,21.0
1.3186,-1.5825,2.5719,1.2022,29.471,15.0
2.0403,-1.0647,1.6003,0.1509,28.5321,21.0
0.8286,-2.3771,2.3017,1.0073,40.6586,24.0
1.7632,-1.0733,2.015,0.8037,26.829,21.0
1.9016,-0.7529,2.1925,0.5049,28.7663,19.0
1.7208,-2.2063,1.2714,0.9836,50.5032,24.0
1.8041,-1.1051,2.6743,1.1833,31.1802,18.0
0.6686,-1.4251,1.231,1.0924,50.195,23.0
1.0679,-2.3144,1.7002,0.8059,45.2819,17.0
7.4516,-5.3003,12.3977,17.4834,30.8351,21.0
0.7209,-2.3801,1.1816,0.9591,29.1789,15.0
2.3827,-1.6025,1.7601,0.0576,28.5592,18.0
2.478,-1.3688,2.6936,0.9602,36.3315,24.0
1.0984,-1.1662,2.4637,0.8805,20.5989,21.0
0.9953,-1.8443,1.7889,1.2431,29.4507,16.0
1.3514,-1.6759,0.3675,0.6661,20.2025,18.0
1.2386,-1.4475,1.8059,0.8025,30.7913,19.0
1.7729,-0.507,2.0982,1.4243,44.2687,21.0
0.7887,-2.2458,2.1623,0.2376,43.181,23.0
0.9253,-1.5533,2.2648,1.4189,29.7733,16.0
1.3172,-2.2583,1.7581,0.1084,21.1322,20.0
1.2489,-1.912,0.1811,0.2572,46.3517,21.0
7.4713,-3.5547,11.6649,17.2869,46.5475,16.0
0.6351,-2.4106,1.4954,0.4991,33.095,20.0
1.4505,-1.0599,1.8566,1.1548,35.1906,22.0
1.8344,-2.202,2.2108,0.1795,39.9908,24.0
0.9656,-1.7092,1.6689,1.4392,50.6017,19.0
2.2319,-1.0856,1.7588,1.2044,43.296,23.0
1.7878,-2.3297,2.87,0.8357,45.3046,24.0
2.0011,-1.4947,0.1541,1.0045,36.2744,15.0
0.9116,-0.8406,2.5329,0.8904,18.3859,23.0
1.3036,-2.41,2.5997,0.0837,32.4807,21.0
5.6395,-6.0899,9.5474,19.6968,51.0512,19.0
1.0111,-2.3207,0.9897,0.6406,21.7676,24.0
0.8629,-1.0734,0.9643,0.1932,20.6984,20.0
2.3832,-0.701,0.2504,0.3975,38.8802,18.0
2.0048,-1.7299,0.4337,0.1379,33.5929,21.0
0.5578,-1.2329,2.7498,0.077,37.163,24.0
0.9926,-1.3906,2.3771,0.4917,31.2698,16.0
1.5009,-0.9342,0.5129,0.8336,21.7275,18.0
1.3475,-0.677,1.4101,0.0515,33.5861,24.0
2.4442,-2.4989,2.8072,0.7492,38.9147,25.0
1.2028,-1.2356,1.797,0.79,16.8194,23.0
1.1013,-1.7094,0.4566,0.2525,37.2592,19.0
0.9217,-1.4904,2.426,1.3317,52.8163,25.0
2.0054,-1.5946,0.8132,1.4754,28.6652,22.0
1.1569,-0.672,0.4878,1.3873,39.3515,15.0
1.8454,-1.6737,2.6963,1.0698,45.4986,23.0
2.2534,-1.1975,1.6621,1.3442,47.6423,22.0
1.206,-0.8744,2.4997,0.5691,22.0875,15.0
1.241,-2.114,0.1272,1.1276,45.3368,25.0
1.2156,-2.3201,1.879,0.4896,43.7124,18.0
2.4346,-2.4264,1.5292,1.0709,39.2411,15.0
2.1422,-1.7078,2.6228,0.8752,34.7605,23.0
1.9776,-1.1556,1.8486,0.3045,38.5266,16.0
2.3671,-0.789,2.6549,1.1069,25.9731,25.0
7.8491,-4.6113,18.4458,15.2102,80.0637,15.0
1.7819,-0.6139,0.2504,1.4112,32.3019,21.0
1.8603,-1.5668,1.1483,1.1506,50.3521,18.0
7.592,-5.3379,13.3761,10.8779,33.45,24.0
2.4805,-2.0487,2.0997,1.4388,51.6798,18.0
1.1216,-1.248,0.3805,0.746,47.3224,24.0
2.3701,-0.819,0.8167,0.7367,53.3521,15.0
1.5394,-2.0265,0.3114,0.9199,32.5412,16.0
1.6579,-2.3289,0.276,0.0983,27.5312,16.0
0.624,-0.8952,0.2589,0.9356,32.2736,16.0
1.6185,-1.9102,1.2062,0.189,45.0785,18.0
2.0749,-1.252,1.4149,0.7231,32.1242,24.0
1.1792,-0.6248,2.3705,0.7084,28.1277,18.0
0.5246,-1.0734,1.8194,1.2691,51.1748,17.0
1.0126,-1.658,2.2014,0.6947,24.7261,15.0
1.1233,-1.6283,2.8832,1.1438,27.4475,23.0
0.7948,-1.8827,1.0944,0.5848,15.3233,24.0
0.7892,-2.0252,2.4756,0.8612,17.1843,20.0
0.9007,-0.683,2.3773,0.5453,41.7144,22.0
1.1623,-1.3432,2.8929,0.9433,31.7478,17.0
2.2522,-0.6789,1.5382,1.3839,40.5507,18.0
0.9263,-1.5385,2.3282,1.2312,47.2909,21.0
0.8685,-0.5202,1.1522,0.1569,16.2007,16.0
1.3808,-1.2373,2.7469,0.5719,54.0124,18.0
0.8483,-0.7292,2.1846,0.5427,37.1802,17.0
0.8522,-1.9764,0.3935,1.2556,20.4897,25.0
0.7219,-0.6278,0.9847,0.3982,47.3795,25.0
1.5539,-0.902,1.9073,0.6789,43.4377,16.0
2.3483,-0.9102,0.6559,0.5984,29.9702,24.0
1.7723,-0.658,2.3129,0.9016,49.1774,19.0
1.1554,-2.3935,2.4073,1.3156,49.0601,24.0
0.9185,-2.3372,1.4649,1.0121,17.5949,23.0
2.2648,-0.9977,1.1854,0.8024,22.1599,20.0
1.4666,-0.5885,1.4739,0.8927,40.5242,24.0
0.9144,-0.7102,1.411,0.3899,23.7437,21.0
1.6427,-0.629,1.1849,0.8483,20.3732,16.0
1.5376,-2.0396,0.2193,0.7928,28.455,22.0
1.3179,-0.891,1.0194,0.6044,22.1826,18.0
0.6518,-0.697,0.9541,0.7776,36.8661,16.0
2.3532,-2.3032,0.3069,0.1055,23.0123,18.0
1.0,-1.0096,2.3286,1.2759,22.6257,24.0
2.4968,-0.9952,2.2455,1.373,15.3414,19.0
1.1933,-0.5063,2.8429,1.2417,45.3122,15.0
1.5253,-0.9777,0.5329,0.6264,24.0771,18.0
1.5317,-0.9281,2.2971,1.0976,33.456,16.0
0.8757,-0.9597,2.124,0.3539,32.9989,23.0
3.6948,-3.6312,13.1947,16.0671,47.483,25.0
1.1796,-1.6617,2.0887,0.6349,46.1457,23.0
1.6739,-1.3648,0.1934,0.2517,54.0897,20.0
2.0983,-0.6725,1.7642,0.6168,30.2527,21.0
1.2729,-1.5504,1.0536,1.4448,40.5601,19.0
0.7086,-1.3942,0.193,1.0491,34.5445,17.0
2.3227,-1.7282,0.6971,0.4721,35.9758,22.0
1.5371,-2.1563,2.5932,0.6457,21.2814,16.0
1.3368,-1.0137,1.2281,1.3602,23.2592,18.0
2.1358,-1.1704,0.5605,0.8839,27.4125,18.0
1.8697,-1.9491,0.1216,0.2569,17.5588,21.0
0.9937,-1.8422,1.7508,0.7619,33.5078,15.0
1.0758,-0.738,1.4233,1.0655,43.4659,19.0
2.1469,-0.8003,1.3037,0.3104,39.7095,21.0
2.3217,-2.1331,1.749,0.6206,52.8275,18.0
0.8159,-0.7349,1.6594,1.0167,17.6698,18.0
1.3226,-0.9763,0.4516,0.5847,45.2159,23.0
1.152,-1.5981,0.833,0.7838,33.4867,16.0
1.8512,-1.5762,1.0966,0.629,22.7761,15.0
3.5734,-3.4143,13.5609,16.2301,46.2045,16.0
1.814,-1.0728,1.3694,0.7326,26.1657,17.0
0.5361,-2.299,0.953,0.8252,30.634,16.0
0.5224,-1.9535,1.3779,0.308,43.5765,25.0
1.3841,-2.4045,1.9409,0.8082,41.5016,25.0
1.2812,-1.8834,0.252,0.0568,45.8964,18.0
1.2493,-2.0229,0.365,0.6614,54.5716,20.0
1.8599,-2.3737,2.8804,0.1901,48.4154,25.0
0.8341,-1.6686,0.4123,0.5244,37.4822,18.0
2.3687,-1.7099,1.3409,0.387,19.2354,20.0
1.3043,-1.8675,1.2286,0.7152,17.6407,19.0
1.238,-2.3653,0.7338,0.4872,38.9548,16.0
2.0825,-0.6556,1.7507,0.4153,18.7898,20.0
1.8926,-1.1442,2.9199,1.0559,28.2819,25.0
1.8753,-0.544,2.0325,0.1479,15.706,24.0
1.5221,-1.0164,1.5599,1.0717,15.5317,15.0
2.2936,-1.8823,2.2399,1.148,39.7906,15.0
1.4975,-2.096,1.1897,0.981,24.5226,24.0
1.3875,-0.7453,0.4894,0.5104,46.4788,15.0
2.4551,-1.2039,0.9365,0.0844,48.8774,20.0
0.9116,-2.3919,2.7613,1.4831,47.0581,18.0
1.263,-1.8567,1.3828,0.0588,49.7947,16.0
0.6042,-0.516,2.821,0.2321,21.947,23.0
2.3636,-2.0274,0.3267,1.1012,27.4585,18.0
0.8529,-2.0021,0.9275,0.7,40.4242,19.0
1.4623,-0.598,1.1428,0.5977,33.8285,21.0
1.9699,-0.9794,2.4769,1.2007,15.7924,21.0
0.6665,-0.6871,0.9707,0.8289,37.1141,17.0
1.4273,-1.5928,1.1879,0.9287,17.8776,17.0
0.8914,-0.6677,0.1121,1.2994,44.2147,20.0
2.3514,-0.6194,2.9144,0.5911,34.582,25.0
0.6425,-0.73,2.9782,0.2305,52.2852,17.0
1.3726,-1.9895,2.7479,1.0973,35.3843,22.0
1.2364,-2.3846,1.2175,0.6649,24.8717,22.0
7.0656,-4.8452,19.4992,15.4621,59.8534,19.0
2.3885,-2.2053,0.8175,0.8886,41.5042,17.0
6.8549,-4.778,23.587,10.965,54.8236,16.0
0.8776,-1.6541,2.5063,0.4167,27.0888,23.0
1.2656,-1.884,1.2937,1.3208,44.1061,16.0
1.6452,-0.9049,2.4613,0.4401,23.381,21.0
0.5128,-2.1632,1.526,0.1905,45.9497,21.0
1.809,-1.0339,0.5948,0.5932,43.1619,18.0
1.5052,-2.2795,1.7446,0.3582,23.0376,17.0
0.8838,-0.5341,2.6277,0.6891,51.5189,16.0
0.8323,-1.9137,1.1954,0.4513,28.6861,24.0
1.4704,-0.9789,0.1276,0.4358,53.2085,25.0
2.4752,-2.3063,1.6148,0.0605,39.1194,19.0
1.4465,-1.8259,1.3454,0.5876,50.6061,20.0
2.382,-1.1698,1.1975,0.133,29.2412,20.0
0.5062,-0.7589,1.2652,1.2614,52.0015,15.0
2.238,-1.9411,2.1279,1.2318,29.7372,24.0
2.2397,-1.4702,2.0147,0.0545,40.5229,20.0
4.801,-7.7712,21.7285,9.8829,42.766,24.0
1.9784,-0.9121,1.1102,1.4117,52.6591,22.0
2.2142,-0.6896,2.2294,0.4761,22.8031,17.0
2.2525,-0.9303,2.1783,0.096,34.917,16.0
1.8461,-1.4025,2.6369,0.2937,32.8515,16.0
1.5813,-2.0133,0.5943,1.4191,42.9964,16.0
1.9315,-2.1795,2.794,1.3588,45.6524,18.0
1.8319,-0.597,2.0447,1.0149,51.9094,25.0
0.6809,-1.1164,2.6286,1.4011,45.6535,24.0
1.1865,-0.6797,2.2546,1.1013,41.1568,23.0
1.3739,-2.0333,0.8514,0.4719,19.4553,20.0
2.3744,-1.0108,0.4367,0.5832,49.1332,21.0
0.5034,-2.3762,1.6532,1.2783,54.194,20.0
2.095,-0.6321,0.4663,1.0124,38.631,16.0
1.5766,-1.5788,0.5196,1.4172,48.4887,22.0
0.7949,-1.9332,2.2665,1.2812,48.1101,15.0
1.1178,-0.5193,0.458,1.4954,43.2609,22.0
0.9314,-1.917,2.9028,0.1353,47.4084,17.0
0.9212,-1.0347,2.4502,1.0656,17.1027,17.0
1.9548,-1.9018,2.4635,1.3729,21.3677,15.0
1.1748,-1.1442,2.9719,1.1487,30.6425,23.0
1.0647,-0.6539,2.1332,0.8446,18.8928,20.0
1.6608,-0.8899,2.5644,1.0789,33.3013,17.0
1.3838,-1.5351,2.7019,0.3542,47.1743,18.0
0.5183,-1.0481,1.7695,1.0336,54.5394,17.0
2.4654,-1.1411,0.5878,0.1317,29.2234,22.0
0.6049,-0.5394,1.9853,0.9104,53.7891,25.0
0.99,-2.2624,1.2503,0.4889,38.8462,17.0
1.2507,-1.1164,2.4064,1.0049,46.1092,25.0
1.7647,-1.6098,0.1336,0.2191,19.8821,25.0
1.5195,-2.4539,1.7616,0.8803,25.949,16.0
0.8622,-1.5316,1.9693,0.6788,37.8569,16.0
1.9275,-0.7756,1.6588,0.6377,43.0297,21.0
1.5728,-0.8756,1.5168,0.8024,38.3889,25.0
2.006,-0.5686,2.703,0.312,38.9641,17.0
5.2362,-6.4285,8.6654,13.6262,60.4744,16.0
2.2029,-2.43,2.9418,0.7839,29.5424,23.0
2.4542,-1.1837,0.8202,0.1169,52.8318,19.0
1.3898,-1.3459,2.1158,0.8079,54.4408,20.0
1.5212,-1.1241,2.0216,0.1149,16.4694,17.0
2.1653,-0.5852,1.8462,0.3633,29.3626,17.0
1.344,-1.4003,0.856,0.9922,21.5328,22.0
1.0084,-1.6493,2.1141,0.8271,17.8223,19.0
1.8936,-2.1147,1.1792,1.0031,47.8203,24.0
2.1431,-1.8673,2.3846,0.5995,53.5607,18.0
0.7492,-2.28,1.6903,0.1456,40.6071,20.0
2.0561,-2.2073,2.4145,0.4468,18.9179,18.0
0.71,-0.6487,0.6096,1.1061,27.262,22.0
1.1978,-1.3557,0.9178,0.443,18.9626,15.0
2.393,-1.7209,1.101,1.1249,53.72,23.0
2.264,-1.6947,1.8177,0.4256,42.4663,17.0
0.7853,-1.3649,0.8754,1.3817,40.5677,20.0
0.9982,-1.2826,2.1497,0.3155,54.4499,22.0
1.0516,-1.6445,2.8309,1.328,47.5609,19.0
0.6739,-1.8887,2.3347,1.2756,40.3871,16.0
2.3897,-2.1698,0.2665,1.1279,37.1664,22.0
0.5214,-0.6032,2.0634,1.402,20.4571,22.0
2.4959,-0.7238,2.1239,0.6379,39.6515,15.0
1.9052,-1.0007,0.8083,1.1215,53.0347,23.0
0.5847,-1.6027,0.5887,1.3988,45.5484,18.0
1.2341,-2.2334,1.1245,0.1238,34.8203,17.0
0.7265,-0.6719,0.8243,0.8317,45.6566,16.0
1.4662,-1.9705,0.1065,0.9652,30.7449,19.0
2.4183,-1.4689,2.6909,1.4064,50.6998,22.0
0.5118,-1.5793,0.9652,0.2054,28.9889,17.0
0.5177,-1.6384,0.6729,0.8172,50.9404,21.0
1.4748,-2.1887,2.0042,0.3778,30.8144,19.0
2.2844,-1.4271,0.8815,1.4846,41.2512,22.0
1.2075,-1.6321,1.1418,1.3122,22.9386,18.0
0.7674,-1.6579,1.0605,0.0958,41.6482,22.0
2.4659,-2.2624,1.5183,0.7686,42.2695,17.0
2.0288,-0.7365,1.5554,1.3892,48.7225,21.0
2.4154,-0.9146,0.4658,0.549,15.546,25.0
1.8566,-1.8157,2.9317,1.1193,32.3731,19.0
0.6652,-1.6421,1.8911,1.1074,22.4744,19.0
2.2283,-0.5115,0.8173,1.2399,22.9365,16.0
1.5047,-2.1376,2.9784,0.9072,40.3791,18.0
1.3026,-1.9523,0.6573,0.262,15.7065,18.0
0.6019,-1.6854,0.9887,0.9683,24.2571,20.0
0.6227,-1.6459,0.2498,0.2096,29.543,20.0
0.9939,-0.7098,0.6271,0.0508,41.4172,20.0
1.4441,-0.683,0.3922,0.318,52.9331,20.0
0.7231,-1.1621,2.0806,1.1672,20.2123,20.0
1.2228,-0.9424,1.6337,0.5888,41.0099,18.0
0.6745,-2.2873,1.9257,0.9227,16.6416,25.0
0.8859,-1.6085,0.386,1.4156,39.7604,19.0
2.4793,-2.096,2.1902,0.1135,22.6683,23.0
2.2832,-0.9813,2.5537,0.8625,28.8936,20.0
1.9347,-0.6783,0.2964,0.6576,52.2533,23.0
0.8339,-1.9517,2.9057,0.47,53.2321,15.0
1.8876,-1.0186,1.2527,1.0428,49.8102,16.0
2.0015,-1.7317,2.3602,0.6312,25.8598,17.0
5.8595,-5.0394,8.1506,18.9294,48.5876,23.0
1.5501,-1.8932,0.739,1.077,37.086,17.0
1.5671,-1.9163,1.9549,1.416,26.1103,17.0
2.0812,-1.2152,0.8221,1.2439,36.3838,15.0
1.7654,-0.5556,1.0412,1.4223,50.3595,19.0
1.3167,-1.277,1.0414,0.133,47.6369,20.0
2.4305,-2.1465,2.9177,0.8292,54.1505,24.0
1.9915,-1.736,1.9961,1.3115,40.3722,23.0
1.3844,-1.8515,0.6914,0.9632,49.3289,21.0
0.9634,-1.0474,1.1691,1.3581,18.7476,17.0
2.1312,-2.1478,1.752,1.4179,22.2163,19.0
3.8146,-7.1113,14.7014,14.1173,10.9036,16.0
1.41,-1.2098,1.2673,1.1002,20.4917,15.0
1.2558,-2.4586,2.497,1.157,40.7793,15.0
2.0402,-1.9647,2.8219,0.9195,46.696,15.0
0.7127,-1.0277,1.0813,1.0758,23.0929,22.0
2.2848,-0.8691,0.9914,0.7444,24.7524,23.0
1.755,-2.2538,2.4923,0.1991,26.8695,23.0
1.3306,-2.4976,0.7505,0.3787,30.4153,20.0
0.9518,-0.742,1.2158,1.3321,47.9114,16.0
2.4815,-2.051,2.8738,0.4586,18.0516,20.0
2.3466,-0.6603,2.6972,0.9265,22.1227,23.0
0.8627,-1.6495,2.69,1.0464,39.9903,19.0
0.7078,-0.6675,2.019,1.4027,47.4288,16.0
2.2234,-0.5439,2.3556,0.2626,20.9112,22.0
2.0711,-1.5431,0.2952,0.8879,53.3834,19.0
1.1461,-2.2449,2.3259,0.5613,34.7683,22.0
1.3279,-0.913,1.067,1.2131,41.1582,18.0
1.5987,-1.4225,1.5285,0.8275,24.2046,16.0
1.3437,-1.3442,2.1111,1.135,43.1237,18.0
0.9066,-0.7988,1.151,0.7372,20.3437,16.0
1.1987,-0.8025,2.6136,1.2376,26.7879,17.0
1.603,-0.6373,1.3211,0.3556,23.9835,17.0
1.8916,-2.2138,2.2259,1.0594,31.9883,15.0
1.8255,-2.3525,2.5286,1.3122,16.2074,20.0
0.9901,-2.475,2.5101,0.6539,45.6167,22.0
1.9962,-1.1029,0.9686,0.6467,28.4935,25.0
1.0735,-2.1882,2.6554,0.0966,45.0453,23.0
1.2928,-1.6528,2.8499,0.7087,43.4563,19.0
1.5037,-1.0813,1.3286,0.2774,53.9249,23.0
2.4021,-1.0137,1.2612,0.1312,30.6916,23.0
0.6544,-1.1151,1.4845,0.9964,31.204,21.0
2.1067,-1.2067,0.6647,0.2072,18.1123,24.0
1.1709,-2.0209,0.572,0.2044,23.4764,15.0
1.1182,-1.3966,1.9513,0.0969,25.7667,24.0
1.6275,-0.9195,0.2325,0.5061,52.7404,15.0
2.0034,-0.5825,1.5506,0.506,30.6257,20.0
1.9053,-2.3052,1.2811,1.1251,19.0401,17.0
6.9803,-5.6152,22.7698,5.5611,18.704,25.0
2.2704,-2.3134,2.1835,1.3324,47.299,25.0
1.9371,-0.5132,1.5547,1.4888,39.3496,23.0
1.1828,-0.9293,1.0832,0.5725,49.2381,21.0
6.5638,-4.5856,12.0649,19.9551,56.5845,17.0
2.4888,-2.3052,0.1433,1.1612,27.3817,16.0
1.4096,-2.1606,0.9573,0.1488,38.0605,20.0
0.8584,-0.9561,0.848,0.7362,25.2411,22.0
0.7809,-2.2521,1.7493,0.1074,49.3601,21.0
1.7394,-1.1388,1.3784,0.7931,39.9853,20.0
1.8644,-1.4881,0.8622,1.3195,42.3022,24.0
0.6141,-0.9188,2.1293,0.8632,21.1825,16.0
0.8164,-1.7014,0.3116,0.6129,33.4911,16.0
1.437,-1.4298,2.473,0.2082,22.2109,16.0
2.345,-0.9636,0.6785,0.5266,27.6914,24.0
1.9046,-1.5476,0.9073,0.1055,21.2296,22.0
0.9269,-1.3636,2.9647,1.1726,17.496,20.0
2.4571,-2.0732,0.7133,0.0833,45.3447,21.0
1.7714,-2.3328,0.3009,0.6373,26.9335,22.0
1.5496,-1.1607,0.8524,1.2543,18.6977,21.0
2.0064,-2.1709,1.1129,0.6577,34.02,17.0
1.3736,-0.6748,1.7539,1.2434,37.4363,24.0
1.9454,-1.343,0.5194,1.0129,47.9402,20.0
7.4825,-3.3309,16.4906,9.7461,72.3214,25.0
1.5414,-2.4926,1.4066,1.2571,20.0287,22.0
1.6568,-2.427,2.2626,0.3221,42.8578,17.0
0.9323,-2.0805,0.6544,1.0355,53.2042,20.0
0.5324,-0.7067,1.556,1.3082,42.9727,25.0
1.3281,-1.7965,2.5017,0.6675,53.9628,20.0
0.8516,-1.6432,0.613,0.9126,36.7105,21.0
1.8192,-1.1394,1.9389,1.068,52.5161,16.0
2.1119,-2.2924,1.9839,0.9436,31.4512,22.0
1.7477,-1.4105,1.9372,0.7799,47.2348,25.0
1.3413,-2.0542,1.4184,0.6026,22.8224,22.0
1.2012,-0.9125,1.4454,1.3666,40.7944,21.0
4.8732,-6.8803,12.8213,18.1941,27.4824,21.0
0.5083,-0.6819,0.1948,0.0881,46.6204,23.0
1.6999,-1.8298,2.8816,1.4896,24.6732,21.0
1.7889,-0.8429,2.4239,0.8879,20.1548,25.0
1.9562,-1.6938,1.0226,0.2797,24.2388,17.0
1.7629,-0.9314,2.5448,0.9596,25.4092,23.0
1.1448,-2.3135,0.1744,0.0667,45.8013,17.0
6.5379,-3.397,9.3391,10.7361,68.0989,17.0
1.7689,-0.9448,0.641,0.9962,23.8702,18.0
0.9905,-0.9399,2.3795,1.1671,41.3703,19.0
0.7875,-2.4537,2.9559,1.3071,19.4373,24.0
0.7837,-1.976,0.6238,0.1622,48.7849,18.0
1.4821,-2.4561,0.3134,1.4409,18.0525,25.0
2.2794,-1.2329,1.4075,0.2836,26.9502,17.0
1.7624,-0.7904,0.4399,0.5471,28.8713,24.0
0.51,-1.4565,0.8381,0.2263,39.2444,23.0
5.5587,-7.2383,22.7369,6.7218,23.4414,20.0
0.6669,-1.1168,0.4671,0.4468,22.9695,16.0
1.603,-1.9114,2.2611,0.7689,35.5063,21.0
1.0002,-2.1042,2.5535,1.0902,53.4749,16.0
2.0329,-1.8768,2.4029,1.433,34.5133,22.0
1.9942,-0.8682,1.9064,0.9306,32.1725,24.0
2.2958,-0.8613,1.4033,1.3397,53.3239,19.0
1.0869,-0.8466,1.9708,1.4495,29.0901,15.0
2.1181,-1.6412,0.6392,0.4057,23.6074,20.0
2.059,-2.2554,1.0239,0.0658,28.1548,22.0
1.1431,-2.0347,0.2921,0.4612,23.487,18.0
1.0561,-1.2842,2.6617,1.2969,17.993,25.0
2.0124,-1.8644,1.0284,0.3358,47.109,22.0
4.3721,-7.4037,15.6973,14.0215,55.2495,18.0
1.0701,-1.2127,2.5827,1.4825,51.4657,19.0
2.4337,-2.426,1.6471,0.8149,28.4956,15.0
0.6902,-0.895,2.1974,0.4483,45.1477,21.0
2.0492,-1.5124,0.2365,0.4827,54.3587,22.0
2.4343,-2.2572,1.1843,0.9461,16.1715,15.0
0.7775,-0.5129,2.598,1.1002,24.0537,16.0
2.3046,-1.7622,2.7184,1.4849,52.3644,15.0
2.0699,-2.2784,2.8467,0.1588,28.1732,24.0
1.2591,-1.1027,2.7821,0.896,19.7961,20.0
2.0061,-0.7244,2.9009,0.6493,32.8712,16.0
0.981,-1.5441,1.5213,0.4568,45.9058,22.0
